120829 184337.299|CONFIG|AWT-EventQueue-0|setFileHandlers|Now logging to C:\Users\owner\Desktop\ProgramContest\pc2-9.1.6\bin\logs directory.
120829 184337.300|INFO|AWT-EventQueue-0|info|
120829 184337.300|INFO|AWT-EventQueue-0|info|Version 9.1.6 20100929 (Wednesday, September 29th 2010 03:53 UTC) Java ver 1.7.0_03 build 2136 Windows 7 6.1 (x86) 
120829 184337.300|INFO|AWT-EventQueue-0|info|Login: scoreboard21 (aka scoreboard21)
120829 184337.301|INFO|AWT-EventQueue-0|login|Working directory is C:\Users\owner\Desktop\ProgramContest\pc2-9.1.6\bin
120829 184337.301|INFO|AWT-EventQueue-0|info|Contacting server at 140.116.82.173:50002 as SCOREBOARD21 @ site 0
120829 184337.301|INFO|AWT-EventQueue-0|info|sendLoginRequest start - sending from SCOREBOARD21 @ site 0
120829 184337.309|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[LOGIN_REQUEST] #1 SCOREBOARD21 @ site 0 -> SERVER0 @ site 0
120829 184337.311|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[LOGIN_REQUEST] #1 SCOREBOARD21 @ site 0 -> SERVER0 @ site 0
120829 184337.311|INFO|AWT-EventQueue-0|info|sendLoginRequest end - packet sent.
120829 184337.311|INFO|Thread-4|run|send(Serializable)
120829 184338.314|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
120829 184338.391|INFO|Thread-5|info| receiveObject(S) start got Packet[LOGIN_SUCCESS] #1395 SERVER0 @ site 1 -> SCOREBOARD21 @ site 1
120829 184338.392|INFO|Thread-5|dumpPacket|Packet LOGIN_SUCCESS (Seq #1395 ) recieveObject
120829 184338.392|INFO|Thread-5|dumpPacket|  From: SERVER0 @ site 1
120829 184338.392|INFO|Thread-5|dumpPacket|    To: SCOREBOARD21 @ site 1
120829 184338.392|INFO|Thread-5|dumpPacket|   key: SITE_NUMBER is: java.lang.Integer 1
120829 184338.392|INFO|Thread-5|dumpPacket|   key: JUDGEMENT_LIST is: [Ledu.csus.ecs.pc2.core.model.Judgement; [Ledu.csus.ecs.pc2.core.model.Judgement;@4fcfde
