120229 210821.651|CONFIG|AWT-EventQueue-0|setFileHandlers|Now logging to C:\Users\owner\Desktop\ProgramContest\pc2-9.1.6\bin\logs directory.
120229 210821.651|INFO|AWT-EventQueue-0|info|
120229 210821.651|INFO|AWT-EventQueue-0|info|Version 9.1.6 20100929 (Wednesday, September 29th 2010 03:53 UTC) Java ver 1.7.0_03 build 2136 Windows 7 6.1 (x86) 
120229 210821.651|INFO|AWT-EventQueue-0|info|Login: board5 (aka scoreboard5)
120229 210821.652|INFO|AWT-EventQueue-0|login|Working directory is C:\Users\owner\Desktop\ProgramContest\pc2-9.1.6\bin
120229 210821.652|INFO|AWT-EventQueue-0|info|Contacting server at 140.116.82.173:50002 as SCOREBOARD5 @ site 0
120229 210821.652|INFO|AWT-EventQueue-0|info|sendLoginRequest start - sending from SCOREBOARD5 @ site 0
120229 210821.652|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[LOGIN_REQUEST] #7 SCOREBOARD5 @ site 0 -> SERVER0 @ site 0
120229 210821.653|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[LOGIN_REQUEST] #7 SCOREBOARD5 @ site 0 -> SERVER0 @ site 0
120229 210821.653|INFO|AWT-EventQueue-0|info|sendLoginRequest end - packet sent.
120229 210821.653|INFO|Thread-16|run|send(Serializable)
120229 210822.005|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
120229 210822.006|INFO|Thread-17|info| receiveObject(S) start got Packet[LOGIN_FAILED] #6183 SERVER0 @ site 1 -> SCOREBOARD5 @ site 0
120229 210822.007|INFO|Thread-17|dumpPacket|Packet LOGIN_FAILED (Seq #6183 ) recieveObject
120229 210822.007|INFO|Thread-17|dumpPacket|  From: SERVER0 @ site 1
120229 210822.007|INFO|Thread-17|dumpPacket|    To: SCOREBOARD5 @ site 0
120229 210822.007|INFO|Thread-17|dumpPacket|   key: MESSAGE_STRING is: java.lang.String Invalid password
120229 210822.007|INFO|Thread-17|info|handlePacket start Packet[LOGIN_FAILED] #6183 SERVER0 @ site 1 -> SCOREBOARD5 @ site 0
120229 210822.007|INFO|Thread-17|dumpPacket|Packet LOGIN_FAILED (Seq #6183 ) handlePacket
120229 210822.007|INFO|Thread-17|dumpPacket|  From: SERVER0 @ site 1
120229 210822.007|INFO|Thread-17|dumpPacket|    To: SCOREBOARD5 @ site 0
120229 210822.007|INFO|Thread-17|dumpPacket|   key: MESSAGE_STRING is: java.lang.String Invalid password
120229 210822.008|INFO|Thread-17|info|handlePacket end Packet[LOGIN_FAILED] #6183 SERVER0 @ site 1 -> SCOREBOARD5 @ site 0
120229 210822.008|INFO|Thread-17|info| receiveObject(S) end   got Packet[LOGIN_FAILED] #6183 SERVER0 @ site 1 -> SCOREBOARD5 @ site 0
