120328 191003.976|CONFIG|AWT-EventQueue-0|setFileHandlers|Now logging to C:\Users\owner\Desktop\ProgramContest\pc2-9.1.6\bin\logs directory.
120328 191003.976|INFO|AWT-EventQueue-0|info|
120328 191003.977|INFO|AWT-EventQueue-0|info|Version 9.1.6 20100929 (Wednesday, September 29th 2010 03:53 UTC) Java ver 1.7.0_03 build 2136 Windows 7 6.1 (x86) 
120328 191003.977|INFO|AWT-EventQueue-0|info|Login: scoreboard168 (aka scoreboard168)
120328 191003.977|INFO|AWT-EventQueue-0|login|Working directory is C:\Users\owner\Desktop\ProgramContest\pc2-9.1.6\bin
120328 191003.977|INFO|AWT-EventQueue-0|info|Contacting server at 140.116.82.173:50002 as SCOREBOARD168 @ site 0
120328 191003.978|INFO|AWT-EventQueue-0|info|sendLoginRequest start - sending from SCOREBOARD168 @ site 0
120328 191003.986|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[LOGIN_REQUEST] #1 SCOREBOARD168 @ site 0 -> SERVER0 @ site 0
120328 191003.987|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[LOGIN_REQUEST] #1 SCOREBOARD168 @ site 0 -> SERVER0 @ site 0
120328 191003.987|INFO|AWT-EventQueue-0|info|sendLoginRequest end - packet sent.
120328 191003.987|INFO|Thread-4|run|send(Serializable)
120328 191019.514|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
120328 191019.628|INFO|Thread-5|info| receiveObject(S) start got Packet[LOGIN_SUCCESS] #3360 SERVER0 @ site 1 -> SCOREBOARD168 @ site 1
120328 191019.628|INFO|Thread-5|dumpPacket|Packet LOGIN_SUCCESS (Seq #3360 ) recieveObject
120328 191019.628|INFO|Thread-5|dumpPacket|  From: SERVER0 @ site 1
120328 191019.628|INFO|Thread-5|dumpPacket|    To: SCOREBOARD168 @ site 1
120328 191019.628|INFO|Thread-5|dumpPacket|   key: SITE_NUMBER is: java.lang.Integer 1
120328 191019.628|INFO|Thread-5|dumpPacket|   key: JUDGEMENT_LIST is: [Ledu.csus.ecs.pc2.core.model.Judgement; [Ledu.csus.ecs.pc2.core.model.Judgement;@9d70b4
120328 191019.628|INFO|Thread-5|dumpPacket|   key: RUN_LIST is: [Ledu.csus.ecs.pc2.core.model.Run; [Ledu.csus.ecs.pc2.core.model.Run;@52732e
