120229 210826.170|CONFIG|AWT-EventQueue-0|setFileHandlers|Now logging to C:\Users\owner\Desktop\ProgramContest\pc2-9.1.6\bin\logs directory.
120229 210826.170|INFO|AWT-EventQueue-0|info|
120229 210826.170|INFO|AWT-EventQueue-0|info|Version 9.1.6 20100929 (Wednesday, September 29th 2010 03:53 UTC) Java ver 1.7.0_03 build 2136 Windows 7 6.1 (x86) 
120229 210826.170|INFO|AWT-EventQueue-0|info|Login: board10 (aka scoreboard10)
120229 210826.170|INFO|AWT-EventQueue-0|login|Working directory is C:\Users\owner\Desktop\ProgramContest\pc2-9.1.6\bin
120229 210826.170|INFO|AWT-EventQueue-0|info|Contacting server at 140.116.82.173:50002 as SCOREBOARD10 @ site 0
120229 210826.171|INFO|AWT-EventQueue-0|info|sendLoginRequest start - sending from SCOREBOARD10 @ site 0
120229 210826.171|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[LOGIN_REQUEST] #8 SCOREBOARD10 @ site 0 -> SERVER0 @ site 0
120229 210826.171|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[LOGIN_REQUEST] #8 SCOREBOARD10 @ site 0 -> SERVER0 @ site 0
120229 210826.171|INFO|AWT-EventQueue-0|info|sendLoginRequest end - packet sent.
120229 210826.171|INFO|Thread-18|run|send(Serializable)
120229 210826.536|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
120229 210826.538|INFO|Thread-19|info| receiveObject(S) start got Packet[LOGIN_FAILED] #6184 SERVER0 @ site 1 -> SCOREBOARD10 @ site 0
120229 210826.538|INFO|Thread-19|dumpPacket|Packet LOGIN_FAILED (Seq #6184 ) recieveObject
120229 210826.538|INFO|Thread-19|dumpPacket|  From: SERVER0 @ site 1
120229 210826.538|INFO|Thread-19|dumpPacket|    To: SCOREBOARD10 @ site 0
120229 210826.539|INFO|Thread-19|dumpPacket|   key: MESSAGE_STRING is: java.lang.String Invalid password
120229 210826.539|INFO|Thread-19|info|handlePacket start Packet[LOGIN_FAILED] #6184 SERVER0 @ site 1 -> SCOREBOARD10 @ site 0
120229 210826.539|INFO|Thread-19|dumpPacket|Packet LOGIN_FAILED (Seq #6184 ) handlePacket
120229 210826.539|INFO|Thread-19|dumpPacket|  From: SERVER0 @ site 1
120229 210826.539|INFO|Thread-19|dumpPacket|    To: SCOREBOARD10 @ site 0
120229 210826.539|INFO|Thread-19|dumpPacket|   key: MESSAGE_STRING is: java.lang.String Invalid password
120229 210826.540|INFO|Thread-19|info|handlePacket end Packet[LOGIN_FAILED] #6184 SERVER0 @ site 1 -> SCOREBOARD10 @ site 0
120229 210826.540|INFO|Thread-19|info| receiveObject(S) end   got Packet[LOGIN_FAILED] #6184 SERVER0 @ site 1 -> SCOREBOARD10 @ site 0
