120425 173931.314|CONFIG|AWT-EventQueue-0|setFileHandlers|Now logging to C:\Users\owner\Desktop\ProgramContest\pc2-9.1.6\bin\logs directory.
120425 173931.314|INFO|AWT-EventQueue-0|info|
120425 173931.315|INFO|AWT-EventQueue-0|info|Version 9.1.6 20100929 (Wednesday, September 29th 2010 03:53 UTC) Java ver 1.7.0_03 build 2136 Windows 7 6.1 (x86) 
120425 173931.315|INFO|AWT-EventQueue-0|info|Login: team29 (aka team29)
120425 173931.315|INFO|AWT-EventQueue-0|login|Working directory is C:\Users\owner\Desktop\ProgramContest\pc2-9.1.6\bin
120425 173931.315|INFO|AWT-EventQueue-0|info|Contacting server at 140.116.82.173:50002 as TEAM29 @ site 0
120425 173931.316|INFO|AWT-EventQueue-0|info|sendLoginRequest start - sending from TEAM29 @ site 0
120425 173931.324|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[LOGIN_REQUEST] #1 TEAM29 @ site 0 -> SERVER0 @ site 0
120425 173931.325|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[LOGIN_REQUEST] #1 TEAM29 @ site 0 -> SERVER0 @ site 0
120425 173931.325|INFO|AWT-EventQueue-0|info|sendLoginRequest end - packet sent.
120425 173931.325|INFO|Thread-4|run|send(Serializable)
120425 173931.924|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
120425 173931.928|INFO|Thread-5|info| receiveObject(S) start got Packet[LOGIN_FAILED] #473 SERVER0 @ site 1 -> TEAM29 @ site 0
120425 173931.928|INFO|Thread-5|dumpPacket|Packet LOGIN_FAILED (Seq #473 ) recieveObject
120425 173931.928|INFO|Thread-5|dumpPacket|  From: SERVER0 @ site 1
120425 173931.929|INFO|Thread-5|dumpPacket|    To: TEAM29 @ site 0
120425 173931.929|INFO|Thread-5|dumpPacket|   key: MESSAGE_STRING is: java.lang.String Invalid password
120425 173931.929|INFO|Thread-5|info|handlePacket start Packet[LOGIN_FAILED] #473 SERVER0 @ site 1 -> TEAM29 @ site 0
120425 173931.929|INFO|Thread-5|dumpPacket|Packet LOGIN_FAILED (Seq #473 ) handlePacket
120425 173931.929|INFO|Thread-5|dumpPacket|  From: SERVER0 @ site 1
120425 173931.930|INFO|Thread-5|dumpPacket|    To: TEAM29 @ site 0
120425 173931.930|INFO|Thread-5|dumpPacket|   key: MESSAGE_STRING is: java.lang.String Invalid password
120425 173931.938|INFO|Thread-5|info|handlePacket end Packet[LOGIN_FAILED] #473 SERVER0 @ site 1 -> TEAM29 @ site 0
120425 173931.938|INFO|Thread-5|info| receiveObject(S) end   got Packet[LOGIN_FAILED] #473 SERVER0 @ site 1 -> TEAM29 @ site 0
